Month,Day,HDD65_mean,HDD65_min,HDD65_max,HDD65_p10,HDD65_p90,CDD65_mean,CDD65_min,CDD65_max,CDD65_p10,CDD65_p90,Tmean_mean,Tmin_mean,Tmax_mean,Samples,DayOfYear
1,20,35.400000000000006,34.17,37.68,34.17,36.987,0.0,0.0,0.0,0.0,0.0,29.599999999999998,23.299999999999997,35.900000000000006,18,20
1,21,36.550000000000004,35.34,41.91,35.34,38.319,0.0,0.0,0.0,0.0,0.0,28.449999999999996,20.86,36.04,18,21
1,22,34.75,30.75,37.95,30.75,36.942,0.0,0.0,0.0,0.0,0.0,30.25,23.9,36.6,18,22
1,23,40.7,39.21,43.260000000000005,39.21,43.260000000000005,0.0,0.0,0.0,0.0,0.0,24.299999999999997,15.5,33.099999999999994,18,23
1,24,38.52,34.35,46.14,34.35,46.14,0.0,0.0,0.0,0.0,0.0,26.48,18.220000000000002,34.74,18,24
1,25,28.16,17.61,41.370000000000005,17.61,41.370000000000005,0.0,0.0,0.0,0.0,0.0,36.84,29.279999999999998,44.400000000000006,18,25
1,26,35.57,31.560000000000002,46.59,31.560000000000002,40.983000000000004,0.0,0.0,0.0,0.0,0.0,29.43,22.799999999999997,36.06,18,26
1,27,35.95,33.45,49.74,33.45,39.78600000000001,0.0,0.0,0.0,0.0,0.0,29.049999999999997,23.32,34.78,18,27
1,28,41.48,38.22,53.25,38.22,46.06800000000001,0.0,0.0,0.0,0.0,0.0,23.52,14.900000000000002,32.14,18,28
1,29,52.379999999999995,51.269999999999996,54.51,51.269999999999996,54.51,0.0,0.0,0.0,0.0,0.0,12.62,7.260000000000001,17.98,18,29
1,30,51.68,44.43,52.89,49.785,52.89,0.0,0.0,0.0,0.0,0.0,13.32,4.46,22.18,18,30
1,31,48.89,44.07,56.85,44.07,53.511,0.0,0.0,0.0,0.0,0.0,16.11,7.199999999999999,25.02,18,31
2,1,42.589999999999996,30.119999999999997,53.879999999999995,30.119999999999997,53.879999999999995,0.0,0.0,0.0,0.0,0.0,22.41,15.16,29.66,18,32
2,2,38.010000000000005,25.980000000000004,48.84,27.051,48.84,0.0,0.0,0.0,0.0,0.0,26.99,17.84,36.14,18,33
2,3,32.099999999999994,20.4,51.81,20.4,42.86400000000001,0.0,0.0,0.0,0.0,0.0,32.900000000000006,23.6,42.2,18,34
2,4,30.84,22.92,59.55,22.92,45.62700000000001,0.0,0.0,0.0,0.0,0.0,34.16,25.980000000000004,42.34,18,35
2,5,26.630000000000003,21.840000000000003,38.94,21.840000000000003,35.853,0.0,0.0,0.0,0.0,0.0,38.37,28.759999999999998,47.98,18,36
2,6,34.03,30.03,48.75,30.974999999999998,39.17400000000001,0.0,0.0,0.0,0.0,0.0,30.970000000000002,24.84,37.099999999999994,18,37
2,7,33.87,28.5,52.08,28.5,40.299000000000014,0.0,0.0,0.0,0.0,0.0,31.130000000000003,25.84,36.42,18,38
2,8,33.78999999999999,28.049999999999997,53.519999999999996,28.049999999999997,42.495000000000005,0.0,0.0,0.0,0.0,0.0,31.209999999999997,22.200000000000003,40.22,18,39
2,9,38.81,26.520000000000003,47.400000000000006,32.505,42.801,0.0,0.0,0.0,0.0,0.0,26.19,20.24,32.14,18,40
2,10,39.32,22.200000000000003,49.2,27.618000000000002,44.85300000000001,0.0,0.0,0.0,0.0,0.0,25.68,17.88,33.48,18,41
2,11,37.64,28.68,55.14,29.688,42.981000000000016,0.0,0.0,0.0,0.0,0.0,27.36,21.119999999999997,33.599999999999994,18,42
2,12,39.099999999999994,21.299999999999997,56.940000000000005,26.844,46.60800000000001,0.0,0.0,0.0,0.0,0.0,25.9,18.619999999999997,33.18,18,43
2,13,35.36,26.700000000000003,43.980000000000004,31.110000000000003,43.980000000000004,0.0,0.0,0.0,0.0,0.0,29.64,23.32,35.96,18,44
2,14,34.620000000000005,25.439999999999998,41.370000000000005,31.299000000000003,38.976000000000006,0.0,0.0,0.0,0.0,0.0,30.380000000000003,25.040000000000003,35.72,18,45
2,15,28.86,22.739999999999995,40.2,24.63,38.940000000000005,0.0,0.0,0.0,0.0,0.0,36.14,28.14,44.14000000000001,18,46
2,16,30.900000000000002,15.0,45.6,21.552,37.97700000000001,0.0,0.0,0.0,0.0,0.0,34.099999999999994,26.459999999999997,41.739999999999995,18,47
2,17,33.669999999999995,25.979999999999997,51.0,25.979999999999997,40.92000000000001,0.0,0.0,0.0,0.0,0.0,31.330000000000002,21.779999999999998,40.88,18,48
