Month,Day,HDD65_mean,HDD65_min,HDD65_max,HDD65_p10,HDD65_p90,CDD65_mean,CDD65_min,CDD65_max,CDD65_p10,CDD65_p90,Tmean_mean,Tmin_mean,Tmax_mean,Samples,DayOfYear
2,18,39.17999999999999,32.19,44.79,34.016999999999996,44.349,0.0,0.0,0.0,0.0,0.0,25.82,17.799999999999997,33.84,18,49
2,19,41.45,30.03,48.120000000000005,30.786,48.120000000000005,0.0,0.0,0.0,0.0,0.0,23.55,15.84,31.259999999999998,18,50
2,20,38.44,19.86,44.07,28.302000000000003,44.07,0.0,0.0,0.0,0.0,0.0,26.56,19.64,33.48,18,51
2,21,31.970000000000002,27.42,37.68,28.365,36.609,0.0,0.0,0.0,0.0,0.0,33.03,26.86,39.2,18,52
2,22,34.48,30.479999999999997,48.03,30.921,39.46200000000001,0.0,0.0,0.0,0.0,0.0,30.52,23.82,37.22,18,53
2,23,33.44,26.43,48.12,29.580000000000002,37.662000000000006,0.0,0.0,0.0,0.0,0.0,31.560000000000002,25.24,37.88,18,54
2,24,34.28,28.5,39.39,28.5,39.39,0.0,0.0,0.0,0.0,0.0,30.720000000000002,24.799999999999997,36.64,18,55
2,25,39.37,36.33,44.88,36.33,44.691,0.0,0.0,0.0,0.0,0.0,25.63,20.04,31.219999999999995,18,56
2,26,42.870000000000005,33.9,47.400000000000006,35.979,47.400000000000006,0.0,0.0,0.0,0.0,0.0,22.13,16.099999999999998,28.16,18,57
2,27,44.809999999999995,33.99,48.66,35.376,48.66,0.0,0.0,0.0,0.0,0.0,20.19,13.500000000000002,26.880000000000003,18,58
2,28,36.34,29.22,41.82,32.622,40.875,0.0,0.0,0.0,0.0,0.0,28.66,17.88,39.440000000000005,18,59
3,1,25.709999999999997,18.689999999999998,34.71,18.689999999999998,34.71,0.0,0.0,0.0,0.0,0.0,39.29,31.279999999999998,47.3,18,60
3,2,30.650000000000002,27.869999999999997,33.81,28.878,33.81,0.0,0.0,0.0,0.0,0.0,34.349999999999994,28.5,40.199999999999996,18,61
3,3,33.099999999999994,26.880000000000003,44.16,26.880000000000003,44.16,0.0,0.0,0.0,0.0,0.0,31.900000000000002,25.959999999999997,37.84,18,62
3,4,32.61,28.590000000000003,39.39,28.590000000000003,39.39,0.0,0.0,0.0,0.0,0.0,32.39,24.74,40.04,18,63
3,5,28.379999999999995,24.269999999999996,30.659999999999997,24.269999999999996,30.659999999999997,0.0,0.0,0.0,0.0,0.0,36.620000000000005,29.700000000000003,43.54,18,64
3,6,26.099999999999998,18.6,30.119999999999997,18.6,30.119999999999997,0.0,0.0,0.0,0.0,0.0,38.900000000000006,31.400000000000002,46.400000000000006,18,65
3,7,30.869999999999997,28.409999999999997,32.55,28.409999999999997,32.172,0.0,0.0,0.0,0.0,0.0,34.13,26.76,41.5,18,66
3,8,32.79,31.739999999999995,33.63,31.739999999999995,33.63,0.0,0.0,0.0,0.0,0.0,32.21,24.64,39.78,18,67
3,9,34.06,28.409999999999997,36.42,30.93,36.42,0.0,0.0,0.0,0.0,0.0,30.940000000000005,24.18,37.7,18,68
3,10,30.950000000000003,27.060000000000002,33.54,27.060000000000002,33.54,0.0,0.0,0.0,0.0,0.0,34.05,28.42,39.68,18,69
3,11,28.900000000000002,22.560000000000002,32.55,22.560000000000002,32.55,0.0,0.0,0.0,0.0,0.0,36.099999999999994,29.16,43.04,18,70
3,12,29.790000000000003,26.61,32.01,26.61,32.01,0.0,0.0,0.0,0.0,0.0,35.21,27.040000000000003,43.38,18,71
3,13,31.599999999999998,26.79,35.07,27.231,35.07,0.0,0.0,0.0,0.0,0.0,33.400000000000006,29.16,37.64,18,72
3,14,32.55,30.659999999999997,33.9,30.659999999999997,33.9,0.0,0.0,0.0,0.0,0.0,32.45,27.6,37.3,18,73
3,15,31.119999999999997,28.86,32.55,28.86,32.297999999999995,0.0,0.0,0.0,0.0,0.0,33.88,28.200000000000003,39.56,18,74
3,16,33.29,27.959999999999994,36.78,27.959999999999994,36.78,0.0,0.0,0.0,0.0,0.0,31.709999999999997,25.959999999999997,37.46,18,75
3,17,29.310000000000002,21.21,35.25,21.21,35.25,0.0,0.0,0.0,0.0,0.0,35.69,24.98,46.400000000000006,18,76
3,18,30.14,15.0,40.11,15.0,40.11,0.0,0.0,0.0,0.0,0.0,34.86,25.9,43.82,18,77
3,19,33.48,28.409999999999997,36.24,28.409999999999997,36.24,0.0,0.0,0.0,0.0,0.0,31.52,23.42,39.62,18,78
3,20,34.129999999999995,29.310000000000002,37.769999999999996,29.310000000000002,37.769999999999996,0.0,0.0,0.0,0.0,0.0,30.869999999999997,21.18,40.56,18,79
3,21,31.380000000000003,23.909999999999997,33.63,28.257000000000005,33.63,0.0,0.0,0.0,0.0,0.0,33.62,29.86,37.379999999999995,18,80
3,22,26.11,20.759999999999998,27.15,24.54,27.15,0.0,0.0,0.0,0.0,0.0,38.89,31.439999999999998,46.34,18,81
3,23,27.709999999999997,18.239999999999995,30.299999999999997,25.107,30.299999999999997,0.0,0.0,0.0,0.0,0.0,37.29,31.16,43.42,18,82
3,24,28.919999999999998,23.009999999999998,31.29,26.979,31.29,0.0,0.0,0.0,0.0,0.0,36.080000000000005,29.36,42.8,18,83
3,25,32.27,29.4,33.81,31.164,33.81,0.0,0.0,0.0,0.0,0.0,32.73,25.7,39.76,18,84
3,26,31.23,20.849999999999994,35.79,27.654,35.79,0.0,0.0,0.0,0.0,0.0,33.77,24.86,42.68,18,85
3,27,30.07,21.21,33.99,27.005999999999997,33.99,0.0,0.0,0.0,0.0,0.0,34.93,24.720000000000002,45.14,18,86
3,28,25.78,21.03,33.9,21.03,33.9,0.0,0.0,0.0,0.0,0.0,39.22,28.879999999999995,49.559999999999995,18,87
3,29,24.48,19.769999999999996,32.1,19.769999999999996,32.1,0.0,0.0,0.0,0.0,0.0,40.52,31.84,49.2,18,88
3,30,22.619999999999997,18.15,32.73,18.15,28.509000000000004,0.0,0.0,0.0,0.0,0.0,42.38,33.300000000000004,51.46,18,89
3,31,24.59,23.009999999999998,29.04,23.009999999999998,27.339000000000002,0.0,0.0,0.0,0.0,0.0,40.41,30.939999999999998,49.88,18,90
4,1,25.910000000000004,14.280000000000001,30.57,22.092000000000006,30.57,0.0,0.0,0.0,0.0,0.0,39.089999999999996,30.419999999999998,47.76,18,91
4,2,31.530000000000005,25.53,35.7,25.53,35.7,0.0,0.0,0.0,0.0,0.0,33.47,25.4,41.54,18,92
4,3,25.159999999999997,17.159999999999997,29.489999999999995,17.159999999999997,29.489999999999995,0.0,0.0,0.0,0.0,0.0,39.84,29.700000000000003,49.980000000000004,18,93
4,4,24.04,14.099999999999994,28.770000000000003,20.462999999999997,28.770000000000003,0.0,0.0,0.0,0.0,0.0,40.96,28.92,53.0,18,94
4,5,21.64,17.61,28.5,18.113999999999997,28.5,0.0,0.0,0.0,0.0,0.0,43.36,33.46,53.260000000000005,18,95
4,6,17.970000000000002,9.96,23.64,14.307000000000002,23.64,0.0,0.0,0.0,0.0,0.0,47.03,35.36,58.699999999999996,18,96
4,7,18.21,14.82,22.92,14.82,22.92,0.0,0.0,0.0,0.0,0.0,46.79,37.2,56.38,18,97
4,8,18.43,11.579999999999998,27.33,11.579999999999998,27.33,0.0,0.0,0.0,0.0,0.0,46.57,36.62,56.52000000000001,18,98
4,9,19.41,12.75,29.04,12.75,29.04,0.0,0.0,0.0,0.0,0.0,45.59,37.46000000000001,53.72,18,99
4,10,14.579999999999997,10.229999999999997,20.22,10.229999999999997,20.22,0.0,0.0,0.0,0.0,0.0,50.42,39.480000000000004,61.36,18,100
4,11,16.98,13.020000000000003,23.1,13.775999999999996,23.1,0.0,0.0,0.0,0.0,0.0,48.02,38.5,57.54,18,101
4,12,18.150000000000002,3.9299999999999997,20.490000000000002,14.892000000000005,20.490000000000002,0.0,0.0,0.0,0.0,0.0,46.849999999999994,37.46,56.239999999999995,18,102
4,13,15.363333333333335,0.0,19.14,11.319000000000004,19.14,0.07333333333333296,0.0,0.6599999999999966,0.0,0.19799999999999945,49.71,37.94,61.47999999999999,18,103
4,14,10.733333333333334,0.0,12.75,8.169000000000004,12.75,0.49333333333333307,0.0,4.439999999999998,0.0,1.3320000000000025,54.76,43.98,65.53999999999999,18,104
4,15,18.630000000000003,5.549999999999997,23.370000000000005,12.228000000000003,23.370000000000005,0.0,0.0,0.0,0.0,0.0,46.37,37.36,55.38,18,105
4,16,22.41,6.0,27.33,15.576000000000002,27.33,0.0,0.0,0.0,0.0,0.0,42.59,35.519999999999996,49.66,18,106
4,17,18.330000000000002,9.599999999999994,23.370000000000005,11.868000000000002,23.370000000000005,0.0,0.0,0.0,0.0,0.0,46.669999999999995,37.98,55.36,18,107
4,18,15.389999999999999,9.959999999999994,18.33,9.959999999999994,18.141000000000002,0.0,0.0,0.0,0.0,0.0,49.61,37.96,61.260000000000005,18,108
4,19,15.060000000000002,13.650000000000006,20.67,13.650000000000006,17.079000000000004,0.0,0.0,0.0,0.0,0.0,49.94,40.22,59.66,18,109
4,20,14.469999999999999,11.490000000000002,18.959999999999994,11.490000000000002,18.959999999999994,0.0,0.0,0.0,0.0,0.0,50.53,40.56,60.5,18,110
4,21,16.319999999999997,11.399999999999999,18.959999999999994,12.912,18.959999999999994,0.0,0.0,0.0,0.0,0.0,48.68,36.260000000000005,61.10000000000001,18,111
4,22,22.339999999999996,11.489999999999995,28.049999999999997,14.954999999999998,28.049999999999997,0.0,0.0,0.0,0.0,0.0,42.660000000000004,34.22,51.1,18,112
4,23,21.67,13.019999999999996,25.620000000000005,18.627000000000002,25.620000000000005,0.0,0.0,0.0,0.0,0.0,43.33,33.98,52.68,18,113
4,24,18.02,13.020000000000003,27.42,13.020000000000003,27.42,0.0,0.0,0.0,0.0,0.0,46.98,36.56,57.400000000000006,18,114
4,25,18.350000000000005,15.090000000000003,24.450000000000003,15.090000000000003,24.450000000000003,0.0,0.0,0.0,0.0,0.0,46.65,37.58,55.72,18,115
4,26,19.939999999999998,15.629999999999995,20.58,18.906000000000002,20.58,0.0,0.0,0.0,0.0,0.0,45.06,35.32,54.800000000000004,18,116
4,27,16.779999999999998,16.53,17.159999999999997,16.53,17.159999999999997,0.0,0.0,0.0,0.0,0.0,48.22,37.84,58.599999999999994,18,117
4,28,10.800000000000002,7.350000000000001,16.260000000000005,7.350000000000001,15.189000000000005,0.0,0.0,0.0,0.0,0.0,54.199999999999996,43.24,65.16,18,118
4,29,10.050000000000002,8.520000000000003,15.810000000000002,8.520000000000003,12.219000000000005,0.0,0.0,0.0,0.0,0.0,54.949999999999996,44.76,65.14,18,119
4,30,14.009999999999998,10.68,17.159999999999997,10.68,17.159999999999997,0.0,0.0,0.0,0.0,0.0,50.99,42.06,59.919999999999995,18,120
5,1,14.99,8.790000000000006,20.58,8.790000000000006,20.58,0.0,0.0,0.0,0.0,0.0,50.01,37.739999999999995,62.28,18,121
5,2,12.959999999999999,8.519999999999996,16.439999999999998,8.519999999999996,16.439999999999998,0.0,0.0,0.0,0.0,0.0,52.04,43.96,60.120000000000005,18,122
5,3,13.41,11.219999999999999,15.450000000000003,11.219999999999999,15.450000000000003,0.0,0.0,0.0,0.0,0.0,51.59,41.34,61.839999999999996,18,123
5,4,13.799999999999999,12.299999999999997,18.33,12.299999999999997,18.33,0.0,0.0,0.0,0.0,0.0,51.2,42.62,59.78,18,124
5,5,8.56,1.8599999999999994,16.71,1.8599999999999994,16.71,0.0,0.0,0.0,0.0,0.0,56.44,44.78,68.1,18,125
5,6,7.510000000000001,0.0,11.579999999999998,0.0,11.579999999999998,0.07000000000000266,0.0,0.21000000000000796,0.0,0.21000000000000796,57.56000000000001,48.04,67.08,18,126
