# HA energy export  date=2026-08-22  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum) | UTILITY(SDR; independent meters, NOT part of the SEM partition)
# utility units: sensor.gas_meter_volume=ft3  sensor.water_meter_volume=gal  sensor.electric_meter_energy=kWh   TOTAL row is per-column units, not all kWh
# gas therms=0.309 at btu=1030.0 pf=1.0  sem_vs_util=0.59%
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption,sensor.gas_meter_volume,sensor.water_meter_volume,sensor.electric_meter_energy
00:00,0.25,0.0,0.043,0.073,0.043,0.014,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.007,0.009,0.0,0.0,0.25
01:00,0.37,0.0,0.042,0.06,0.043,0.016,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.009,0.011,0.0,0.007,0.011,0.0,0.1,0.36
02:00,0.227,0.0,0.043,0.049,0.045,0.013,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.007,0.007,0.0,1.4,0.23
03:00,0.24,0.0,0.042,0.062,0.045,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.0,0.007,0.008,0.0,0.0,0.22
04:00,0.252,0.0,0.043,0.065,0.044,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.008,0.011,0.0,0.007,0.007,0.0,0.1,0.26
05:00,0.352,0.0,0.044,0.049,0.043,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.01,0.011,0.0,0.008,0.008,2.0,0.0,0.36
06:00,0.626,0.0,0.042,0.073,0.045,0.042,0.025,0.0,0.215,0.0,0.113,0.004,0.0,0.0,0.0,0.0,0.0,0.02,0.011,0.0,0.007,0.027,2.0,7.1,0.62
07:00,0.416,0.0,0.043,0.054,0.069,0.094,0.02,0.0,0.053,0.0,0.014,0.003,0.0,0.0,0.0,0.0,0.0,0.018,0.011,0.024,0.008,0.087,2.0,1.5,0.42
08:00,0.336,0.0,0.042,0.06,0.119,0.013,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.073,0.008,0.008,0.0,3.3,0.33
09:00,0.512,0.0,0.043,0.072,0.118,0.013,0.022,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.132,0.013,0.011,0.073,0.007,0.007,0.0,5.8,0.51
10:00,0.325,0.0,0.043,0.048,0.117,0.013,0.021,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.01,0.012,0.072,0.008,0.007,2.0,2.1,0.33
11:00,0.343,0.0,0.043,0.073,0.115,0.018,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011,0.07,0.007,0.012,2.0,5.1,0.34
12:00,1.347,0.59,0.231,0.108,0.118,0.013,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.056,0.016,0.011,0.072,0.008,0.008,10.0,46.8,1.32
13:00,1.348,0.596,0.231,0.255,0.089,0.013,0.01,0.0,0.0,0.0,0.0,0.007,0.001,0.0,0.0,0.0,0.074,0.01,0.011,0.045,0.007,0.008,0.0,1.4,1.35
14:00,0.326,0.0,0.042,0.114,0.083,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.011,0.039,0.008,0.007,2.0,0.1,0.33
15:00,0.279,0.0,0.043,0.071,0.078,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.011,0.034,0.007,0.007,2.0,0.1,0.28
16:00,0.387,0.0,0.042,0.069,0.07,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.01,0.011,0.025,0.008,0.008,0.0,0.0,0.37
17:00,0.269,0.0,0.044,0.068,0.072,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.011,0.028,0.007,0.007,2.0,0.1,0.28
18:00,0.56,0.0,0.043,0.098,0.113,0.109,0.009,0.0,0.0,0.0,0.096,0.02,0.0,0.0,0.0,0.0,0.0,0.021,0.011,0.067,0.008,0.078,2.0,2.8,0.55
19:00,0.517,0.0,0.044,0.114,0.125,0.106,0.01,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.057,0.008,0.012,0.072,0.007,0.071,0.0,0.0,0.52
20:00,0.521,0.0,0.043,0.123,0.126,0.095,0.01,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.062,0.01,0.011,0.048,0.032,0.07,0.0,3.4,0.52
21:00,0.496,0.0,0.043,0.122,0.212,0.013,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.079,0.079,0.007,2.0,4.3,0.49
22:00,0.366,0.0,0.042,0.115,0.076,0.012,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.009,0.011,0.028,0.008,0.007,0.0,2.8,0.35
23:00,0.38,0.0,0.043,0.116,0.045,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.008,0.011,0.0,0.007,0.008,0.0,0.0,0.39
TOTAL,11.045,1.186,1.404,2.111,2.053,0.701,0.564,0.001,0.268,0.0,0.223,0.107,0.001,0.0,0.0,0.001,0.893,0.282,0.266,0.849,0.274,0.484,30.0,88.3,10.98
