# HA energy export  date=2026-07-22  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum)
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption
00:00,0.214,0.0,0.04,0.063,0.032,0.018,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.01,0.0,0.0,0.013
01:00,0.22,0.0,0.041,0.066,0.032,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.0,0.0,0.007
02:00,0.2,0.0,0.041,0.044,0.033,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.01,0.0,0.0,0.008
03:00,0.481,0.0,0.041,0.075,0.034,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.007,0.011,0.0,0.0,0.007
04:00,0.801,0.0,0.041,0.052,0.032,0.012,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593,0.007,0.01,0.0,0.0,0.007
05:00,1.616,0.604,0.228,0.061,0.032,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594,0.008,0.011,0.0,0.0,0.008
06:00,1.257,0.0,0.041,0.067,0.037,0.057,0.013,0.0,0.213,0.0,0.111,0.034,0.0,0.0,0.0,0.0,0.594,0.024,0.01,0.0,0.0,0.05
07:00,1.798,0.608,0.212,0.045,0.064,0.095,0.038,0.0,0.054,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0.593,0.015,0.011,0.027,0.0,0.087
08:00,0.461,0.0,0.041,0.073,0.107,0.012,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.008,0.011,0.075,0.0,0.008
09:00,0.302,0.0,0.042,0.052,0.108,0.013,0.01,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.075,0.0,0.007
10:00,0.334,0.0,0.04,0.061,0.114,0.013,0.039,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.073,0.007,0.008
11:00,0.363,0.0,0.042,0.069,0.113,0.019,0.022,0.0,0.003,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.073,0.007,0.013
12:00,0.258,0.0,0.041,0.047,0.072,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.01,0.032,0.007,0.007
13:00,3.17,2.196,0.631,0.076,0.11,0.012,0.034,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.069,0.007,0.008
14:00,0.536,0.0,0.041,0.24,0.075,0.013,0.02,0.0,0.0,0.0,0.04,0.0,0.035,0.0,0.0,0.0,0.0,0.018,0.011,0.035,0.007,0.007
15:00,1.415,0.676,0.237,0.121,0.112,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.129,0.019,0.011,0.071,0.007,0.007
16:00,0.963,0.0,0.041,0.119,0.114,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577,0.008,0.011,0.073,0.007,0.008
17:00,3.925,2.078,0.645,0.114,0.372,0.012,0.02,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.573,0.015,0.011,0.073,0.261,0.007
18:00,1.099,0.016,0.046,0.122,0.088,0.103,0.02,0.012,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.581,0.024,0.011,0.048,0.007,0.095
19:00,2.562,1.14,0.371,0.111,0.12,0.116,0.02,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.587,0.007,0.011,0.077,0.007,0.09
20:00,1.983,0.938,0.326,0.121,0.1,0.093,0.02,0.0,0.0,0.005,0.0,0.001,0.0,0.0,0.0,0.006,0.296,0.009,0.011,0.053,0.007,0.069
21:00,1.181,0.22,0.102,0.123,0.127,0.013,0.043,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.01,0.011,0.072,0.007,0.007
22:00,1.421,0.696,0.25,0.118,0.067,0.013,0.012,0.0,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.031,0.0,0.007
23:00,0.27,0.0,0.039,0.124,0.032,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.01,0.0,0.0,0.008
TOTAL_kWh,26.83,9.172,3.62,2.164,2.127,0.718,0.448,0.013,0.27,0.677,0.223,0.089,0.061,0.0,0.0,0.025,5.516,0.257,0.258,0.957,0.338,0.543
