# HA energy export  date=2026-09-08  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum) | UTILITY(SDR; independent meters, NOT part of the SEM partition)
# utility units: sensor.gas_meter_volume=ft3  sensor.water_meter_volume=gal  sensor.electric_meter_energy=kWh   TOTAL row is per-column units, not all kWh
# gas therms=0.3708 at btu=1030.0 pf=1.0  sem_vs_util=0.56%
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption,sensor.gas_meter_volume,sensor.water_meter_volume,sensor.electric_meter_energy
00:00,0.295,0.0,0.042,0.102,0.056,0.018,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.017,0.0,0.012,0.0,1.2,0.29
01:00,0.372,0.0,0.042,0.079,0.057,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.009,0.011,0.017,0.0,0.008,0.0,0.0,0.38
02:00,0.224,0.0,0.043,0.04,0.056,0.013,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.018,0.0,0.007,0.0,0.1,0.22
03:00,0.257,0.0,0.042,0.07,0.059,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.017,0.0,0.008,0.0,0.1,0.26
04:00,0.342,0.0,0.042,0.046,0.057,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.008,0.011,0.017,0.0,0.007,0.0,0.0,0.34
05:00,0.249,0.0,0.042,0.063,0.057,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011,0.018,0.0,0.007,0.0,0.1,0.25
06:00,0.614,0.0,0.042,0.064,0.056,0.035,0.024,0.0,0.205,0.0,0.115,0.004,0.0,0.0,0.0,0.0,0.0,0.019,0.011,0.017,0.0,0.029,4.0,8.0,0.61
07:00,0.412,0.0,0.041,0.047,0.081,0.097,0.014,0.0,0.048,0.0,0.019,0.0,0.001,0.0,0.0,0.001,0.0,0.017,0.011,0.041,0.0,0.09,0.0,0.2,0.41
08:00,0.436,0.0,0.042,0.067,0.112,0.013,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.118,0.01,0.011,0.071,0.0,0.008,4.0,7.8,0.43
09:00,0.402,0.0,0.041,0.061,0.116,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.009,0.011,0.076,0.0,0.007,0.0,22.2,0.41
10:00,3.406,0.0,0.043,0.044,0.122,0.013,0.032,0.0,0.0,0.0,0.0,0.0,0.0,2.989,0.1,0.002,0.0,0.011,0.012,0.075,0.008,0.007,2.0,24.9,3.38
11:00,1.808,0.0,0.042,0.227,0.12,0.018,0.061,0.0,0.0,0.0,0.033,0.0,0.0,1.244,0.0,0.001,0.0,0.014,0.011,0.072,0.007,0.012,8.0,31.3,1.79
12:00,4.769,0.0,0.042,0.109,0.09,0.026,0.042,0.374,0.0,0.0,0.0,0.028,0.02,3.826,0.1,0.002,0.0,0.011,0.011,0.042,0.008,0.008,0.0,16.5,4.72
13:00,3.874,0.0,0.041,0.069,0.136,0.013,0.009,0.0,0.0,0.0,0.101,0.0,0.0,3.294,0.013,0.004,0.129,0.011,0.012,0.086,0.008,0.008,2.0,2.4,3.83
14:00,1.637,0.0,0.042,0.103,0.137,0.012,0.01,0.017,0.0,0.0,0.0,0.006,0.0,1.156,0.092,0.001,0.0,0.02,0.011,0.09,0.008,0.007,4.0,23.0,1.65
15:00,3.707,0.0,0.042,0.114,0.119,0.012,0.01,0.016,0.0,0.0,0.0,0.0,0.0,3.331,0.0,0.002,0.0,0.013,0.011,0.069,0.007,0.007,2.0,1.6,3.68
16:00,0.497,0.0,0.041,0.114,0.116,0.025,0.014,0.005,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.12,0.01,0.011,0.068,0.008,0.02,0.0,1.7,0.48
17:00,0.522,0.0,0.042,0.116,0.217,0.061,0.011,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.005,0.02,0.012,0.045,0.131,0.054,2.0,2.0,0.54
18:00,0.518,0.0,0.042,0.115,0.095,0.115,0.02,0.018,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.025,0.011,0.045,0.007,0.09,6.0,4.2,0.52
19:00,0.563,0.0,0.042,0.122,0.131,0.037,0.02,0.001,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.01,0.127,0.009,0.011,0.074,0.008,0.013,0.0,0.2,0.56
20:00,0.489,0.032,0.049,0.115,0.115,0.086,0.024,0.0,0.0,0.001,0.0,0.004,0.0,0.0,0.0,0.002,0.0,0.011,0.011,0.06,0.008,0.059,0.0,1.7,0.48
21:00,2.758,1.406,0.487,0.11,0.141,0.013,0.078,0.0,0.0,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.012,0.078,0.007,0.007,2.0,7.0,2.76
