# HA energy export  date=2026-09-11  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum) | UTILITY(SDR; independent meters, NOT part of the SEM partition)
# utility units: sensor.gas_meter_volume=ft3  sensor.water_meter_volume=gal  sensor.electric_meter_energy=kWh   TOTAL row is per-column units, not all kWh
# gas therms=0.3502 at btu=1030.0 pf=1.0  sem_vs_util=0.42%
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption,sensor.gas_meter_volume,sensor.water_meter_volume,sensor.electric_meter_energy
00:00,1.164,0.588,0.233,0.073,0.039,0.015,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.008,0.011,0.0,0.0,0.01,0.0,0.0,1.16
01:00,0.239,0.0,0.042,0.06,0.038,0.016,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.0,0.0,0.01,0.0,0.1,0.24
02:00,0.229,0.0,0.043,0.05,0.038,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.0,0.007,0.0,1.2,0.22
03:00,0.378,0.0,0.043,0.071,0.041,0.012,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.009,0.011,0.0,0.0,0.008,0.0,0.1,0.38
04:00,0.243,0.0,0.043,0.068,0.039,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.0,0.007,0.0,0.1,0.24
05:00,0.329,0.0,0.043,0.152,0.038,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011,0.0,0.0,0.007,2.0,0.1,0.33
06:00,0.761,0.0,0.042,0.173,0.038,0.013,0.013,0.0,0.209,0.0,0.111,0.005,0.0,0.0,0.0,0.0,0.066,0.026,0.011,0.0,0.0,0.008,4.0,9.4,0.76
07:00,0.513,0.0,0.043,0.074,0.064,0.091,0.03,0.0,0.054,0.0,0.011,0.0,0.002,0.0,0.0,0.0,0.054,0.023,0.011,0.025,0.0,0.083,4.0,6.7,0.51
08:00,0.361,0.0,0.043,0.076,0.112,0.013,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.072,0.0,0.008,0.0,2.9,0.36
09:00,0.436,0.0,0.043,0.065,0.118,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.009,0.011,0.078,0.0,0.007,0.0,0.1,0.43
