# HA energy export  date=2026-07-02  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum)
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption
00:00,1.921,1.282,0.406,0.114,0.025,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.0,0.0,0.007
01:00,0.281,0.0,0.043,0.119,0.024,0.019,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.01,0.0,0.0,0.014
02:00,1.878,1.24,0.399,0.114,0.025,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.0,0.0,0.007
03:00,0.269,0.0,0.042,0.112,0.027,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.01,0.0,0.0,0.007
04:00,0.236,0.0,0.044,0.079,0.025,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.0,0.0,0.008
05:00,1.658,1.122,0.372,0.04,0.024,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.01,0.0,0.0,0.008
06:00,0.646,0.0,0.043,0.065,0.025,0.081,0.016,0.0,0.233,0.0,0.108,0.008,0.0,0.0,0.0,0.0,0.0,0.024,0.011,0.0,0.0,0.074
07:00,0.402,0.0,0.043,0.057,0.062,0.088,0.045,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.01,0.037,0.0,0.08
08:00,0.869,0.45,0.161,0.057,0.095,0.013,0.01,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.07,0.0,0.007
09:00,1.202,0.718,0.233,0.072,0.098,0.012,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.072,0.0,0.008
10:00,0.287,0.0,0.04,0.063,0.104,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.071,0.007,0.007
11:00,0.279,0.0,0.041,0.05,0.105,0.019,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.072,0.007,0.013
12:00,0.456,0.112,0.067,0.07,0.094,0.014,0.01,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.061,0.007,0.008
13:00,4.436,3.07,0.768,0.114,0.099,0.013,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.009,0.011,0.067,0.006,0.007
14:00,4.892,3.05,0.775,0.11,0.256,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566,0.021,0.011,0.05,0.179,0.008
15:00,5.023,3.076,0.785,0.104,0.36,0.013,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.015,0.011,0.075,0.248,0.007
16:00,4.5,3.036,0.789,0.1,0.397,0.013,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.008,0.011,0.073,0.282,0.008
17:00,0.638,0.006,0.043,0.103,0.367,0.03,0.02,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.011,0.069,0.257,0.024
18:00,0.42,0.0,0.041,0.106,0.079,0.091,0.022,0.013,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.017,0.011,0.042,0.012,0.083
19:00,0.385,0.0,0.041,0.105,0.111,0.043,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.078,0.007,0.029
20:00,3.959,2.762,0.777,0.105,0.094,0.112,0.022,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.003,0.0,0.007,0.01,0.057,0.007,0.078
21:00,3.874,2.736,0.788,0.113,0.112,0.015,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.008,0.011,0.071,0.007,0.009
22:00,1.005,0.516,0.188,0.105,0.1,0.013,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.068,0.0,0.007
23:00,3.22,2.31,0.678,0.106,0.024,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.011,0.0,0.0,0.007
TOTAL_kWh,42.736,25.486,7.607,2.183,2.732,0.693,0.469,0.048,0.274,0.0,0.127,0.015,0.0,0.0,0.0,0.008,1.463,0.25,0.259,1.033,1.026,0.515
