# HA energy export  date=2026-09-22  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum) | UTILITY(SDR; independent meters, NOT part of the SEM partition)
# utility units: sensor.gas_meter_volume=ft3  sensor.water_meter_volume=gal  sensor.electric_meter_energy=kWh   TOTAL row is per-column units, not all kWh
# gas therms=0.2472 at btu=1030.0 pf=1.0  sem_vs_util=0.49%
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption,sensor.gas_meter_volume,sensor.water_meter_volume,sensor.electric_meter_energy
00:00,0.247,0.0,0.014,0.098,0.056,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.017,0.0,0.007,0.0,0.0,0.25
01:00,0.243,0.0,0.014,0.092,0.057,0.018,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.018,0.0,0.013,0.0,0.1,0.24
02:00,0.315,0.0,0.014,0.039,0.058,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.008,0.011,0.018,0.0,0.007,0.0,0.0,0.32
03:00,0.21,0.0,0.014,0.057,0.058,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.018,0.0,0.008,0.0,0.1,0.21
04:00,0.204,0.0,0.015,0.054,0.057,0.012,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.017,0.0,0.007,0.0,0.1,0.2
05:00,0.195,0.0,0.014,0.045,0.057,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011,0.017,0.0,0.007,0.0,0.1,0.19
06:00,0.602,0.0,0.014,0.07,0.056,0.022,0.014,0.0,0.2,0.0,0.126,0.025,0.0,0.0,0.0,0.0,0.0,0.024,0.011,0.017,0.0,0.016,4.0,9.1,0.6
07:00,0.39,0.0,0.014,0.052,0.067,0.102,0.009,0.0,0.049,0.0,0.021,0.003,0.0,0.0,0.0,0.0,0.0,0.018,0.011,0.022,0.0,0.095,2.0,0.5,0.39
08:00,0.299,0.0,0.014,0.048,0.128,0.013,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.009,0.011,0.078,0.0,0.007,0.0,5.9,0.3
09:00,0.309,0.0,0.014,0.069,0.128,0.013,0.021,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.011,0.012,0.08,0.0,0.008,2.0,2.2,0.29
10:00,0.439,0.0,0.014,0.046,0.127,0.028,0.023,0.0,0.002,0.0,0.03,0.037,0.0,0.0,0.065,0.001,0.0,0.01,0.011,0.08,0.007,0.007,0.0,17.9,0.44
11:00,2.853,0.0,0.014,0.055,0.127,0.026,0.039,0.0,0.002,0.0,0.021,0.017,0.0,2.361,0.037,0.001,0.086,0.015,0.011,0.08,0.007,0.01,6.0,28.3,2.83
12:00,1.403,0.0,0.014,0.066,0.077,0.015,0.054,0.0,0.0,0.0,0.0,0.0,0.0,1.017,0.0,0.001,0.048,0.01,0.011,0.033,0.007,0.01,0.0,5.8,1.4
13:00,0.356,0.0,0.014,0.086,0.091,0.013,0.021,0.037,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.014,0.012,0.045,0.007,0.007,2.0,5.4,0.35
14:00,0.453,0.0,0.014,0.112,0.104,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.116,0.016,0.01,0.058,0.006,0.008,2.0,0.1,0.46
15:00,0.342,0.0,0.014,0.098,0.132,0.012,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.011,0.081,0.007,0.007,2.0,1.5,0.34
16:00,0.322,0.0,0.014,0.098,0.13,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.012,0.077,0.007,0.007,0.0,0.1,0.32
17:00,0.284,0.0,0.015,0.054,0.128,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.011,0.074,0.007,0.008,2.0,0.1,0.28
18:00,0.447,0.0,0.014,0.1,0.103,0.085,0.009,0.004,0.0,0.0,0.038,0.022,0.0,0.0,0.0,0.0,0.0,0.017,0.011,0.053,0.007,0.06,2.0,2.1,0.45
19:00,0.345,0.0,0.014,0.097,0.132,0.032,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.078,0.006,0.007,0.0,0.1,0.34
20:00,0.348,0.0,0.014,0.082,0.094,0.084,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.047,0.007,0.058,0.0,0.1,0.35
