# HA energy export  date=2026-09-17  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum) | UTILITY(SDR; independent meters, NOT part of the SEM partition)
# utility units: sensor.gas_meter_volume=ft3  sensor.water_meter_volume=gal  sensor.electric_meter_energy=kWh   TOTAL row is per-column units, not all kWh
# gas therms=0.412 at btu=1030.0 pf=1.0  sem_vs_util=0.22%
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption,sensor.gas_meter_volume,sensor.water_meter_volume,sensor.electric_meter_energy
00:00,0.277,0.0,0.043,0.106,0.038,0.015,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.0,0.009,0.0,0.1,0.28
01:00,0.405,0.0,0.043,0.102,0.039,0.016,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.009,0.011,0.0,0.0,0.011,0.0,1.2,0.4
02:00,0.251,0.0,0.043,0.081,0.038,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.0,0.007,0.0,0.1,0.26
03:00,0.234,0.0,0.043,0.061,0.041,0.012,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.0,0.0,0.008,0.0,0.0,0.23
04:00,0.366,0.0,0.043,0.056,0.039,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.008,0.011,0.0,0.0,0.007,0.0,0.1,0.37
05:00,0.223,0.0,0.043,0.052,0.039,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011,0.0,0.0,0.007,0.0,0.1,0.23
06:00,0.644,0.0,0.042,0.073,0.038,0.019,0.024,0.0,0.21,0.0,0.137,0.03,0.0,0.0,0.0,0.0,0.0,0.019,0.011,0.0,0.0,0.014,4.0,8.2,0.64
07:00,0.551,0.0,0.043,0.069,0.062,0.095,0.021,0.0,0.049,0.0,0.02,0.002,0.0,0.0,0.0,0.0,0.123,0.018,0.011,0.022,0.0,0.087,2.0,0.7,0.56
08:00,0.368,0.0,0.042,0.051,0.117,0.013,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.001,0.0,0.01,0.011,0.078,0.0,0.008,0.0,15.9,0.36
09:00,0.401,0.0,0.043,0.063,0.115,0.012,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.009,0.011,0.075,0.0,0.007,0.0,19.1,0.4
10:00,0.446,0.0,0.042,0.071,0.124,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.009,0.012,0.078,0.007,0.007,0.0,0.5,0.45
11:00,2.751,0.0,0.043,0.053,0.088,0.017,0.018,0.0,0.0,0.0,0.0,0.001,0.0,2.454,0.0,0.002,0.0,0.011,0.011,0.041,0.007,0.011,4.0,18.2,2.72
12:00,1.631,0.0,0.043,0.103,0.103,0.014,0.026,0.0,0.001,0.0,0.0,0.017,0.0,1.104,0.0,0.001,0.111,0.012,0.011,0.057,0.007,0.009,2.0,5.4,1.62
13:00,0.373,0.0,0.043,0.116,0.118,0.013,0.01,0.0,0.0,0.001,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.07,0.007,0.008,0.0,1.9,0.37
14:00,1.705,0.856,0.29,0.117,0.101,0.012,0.009,0.056,0.002,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.021,0.011,0.055,0.007,0.007,4.0,2.9,1.7
15:00,1.057,0.0,0.043,0.124,0.124,0.015,0.029,0.364,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.149,0.019,0.012,0.076,0.007,0.007,12.0,20.1,1.05
16:00,0.665,0.0,0.042,0.118,0.122,0.023,0.015,0.104,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.007,0.147,0.012,0.011,0.075,0.007,0.008,2.0,3.7,0.67
17:00,2.467,1.56,0.504,0.121,0.127,0.037,0.027,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.012,0.0,0.017,0.011,0.075,0.007,0.012,2.0,2.8,2.47
18:00,1.331,0.0,0.043,0.117,0.117,0.13,0.02,0.532,0.0,0.0,0.117,0.046,0.0,0.0,0.0,0.0,0.141,0.019,0.011,0.07,0.007,0.096,6.0,1.6,1.32
19:00,0.589,0.0,0.043,0.124,0.13,0.147,0.019,0.011,0.0,0.0,0.0,0.048,0.008,0.0,0.0,0.004,0.0,0.012,0.011,0.075,0.007,0.088,2.0,3.6,0.59
20:00,2.03,1.08,0.378,0.125,0.119,0.1,0.02,0.0,0.0,0.0,0.009,0.002,0.0,0.0,0.0,0.002,0.124,0.008,0.012,0.071,0.007,0.071,0.0,0.3,1.99
21:00,0.769,0.264,0.123,0.113,0.14,0.013,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.011,0.011,0.079,0.007,0.007,0.0,4.1,0.81
22:00,1.256,0.6,0.223,0.122,0.081,0.013,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.009,0.011,0.037,0.0,0.008,0.0,2.4,1.23
23:00,0.406,0.094,0.07,0.117,0.04,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.0,0.007,0.0,0.0,0.43
TOTAL,21.196,4.454,2.358,2.255,2.1,0.781,0.53,1.067,0.262,0.001,0.283,0.225,0.008,3.558,0.12,0.037,1.313,0.287,0.267,1.034,0.084,0.511,40.0,113.0,21.15
