# HA energy export  date=2026-07-05  tz=America/New_York  rate=$0.29/kWh  hours=19
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum)
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption
00:00,0.0,0.0,0.0,0.051,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0
01:00,0.0,0.0,0.0,0.055,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
02:00,0.0,0.0,0.0,0.022,0.012,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0
08:00,1.958,1.126,0.359,0.135,0.053,0.063,0.009,0.0,0.109,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0
09:00,3.383,1.176,0.396,0.115,0.068,0.078,0.047,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.013,0.011,0.04,0.0,0.07
10:00,3.391,1.054,0.342,0.093,0.117,0.013,0.045,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.011,0.083,0.006,0.007
11:00,1.604,0.224,0.109,0.045,0.113,0.013,0.009,0.0,0.0,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.079,0.007,0.007
12:00,1.77,1.086,0.348,0.089,0.08,0.013,0.01,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.051,0.001,0.0,0.014,0.011,0.047,0.007,0.008
13:00,1.749,1.06,0.335,0.115,0.068,0.019,0.01,0.003,0.0,0.0,0.0,0.043,0.0,0.0,0.024,0.0,0.0,0.01,0.011,0.035,0.007,0.013
14:00,1.374,0.472,0.175,0.109,0.074,0.023,0.009,0.012,0.0,0.0,0.0,0.0,0.006,0.432,0.0,0.001,0.0,0.012,0.011,0.041,0.006,0.008
15:00,3.846,1.506,0.465,0.117,0.106,0.022,0.033,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.017,0.011,0.073,0.007,0.007
16:00,2.382,1.246,0.394,0.101,0.105,0.022,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.061,0.001,0.355,0.01,0.011,0.072,0.007,0.007
17:00,3.377,0.856,0.28,0.105,0.414,0.058,0.01,0.0,0.0,0.0,0.0,0.006,0.003,0.924,0.06,0.001,0.578,0.017,0.011,0.09,0.293,0.038
18:00,6.107,0.762,0.262,0.116,0.078,0.129,0.01,0.0,0.0,0.0,0.0,0.024,0.0,4.053,0.0,0.0,0.579,0.02,0.011,0.038,0.012,0.093
19:00,1.811,0.774,0.269,0.121,0.108,0.12,0.009,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.0,0.002,0.331,0.008,0.011,0.074,0.007,0.086
20:00,0.741,0.236,0.116,0.12,0.085,0.114,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.007,0.011,0.052,0.007,0.078
21:00,1.846,1.088,0.389,0.108,0.118,0.014,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.01,0.011,0.078,0.007,0.008
22:00,1.103,0.6,0.233,0.119,0.061,0.013,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.01,0.032,0.0,0.007
23:00,0.53,0.212,0.11,0.1,0.024,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.011,0.0,0.0,0.008
TOTAL_kWh,36.972,13.478,4.582,1.836,1.745,0.727,0.294,0.015,0.211,0.63,0.0,0.098,0.022,6.922,0.196,0.015,1.843,0.186,0.191,0.834,0.373,0.445
