# HA energy export  date=2026-09-05  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum) | UTILITY(SDR; independent meters, NOT part of the SEM partition)
# utility units: sensor.gas_meter_volume=ft3  sensor.water_meter_volume=gal  sensor.electric_meter_energy=kWh   TOTAL row is per-column units, not all kWh
# gas therms=0.4326 at btu=1030.0 pf=1.0  sem_vs_util=0.21%
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption,sensor.gas_meter_volume,sensor.water_meter_volume,sensor.electric_meter_energy
00:00,0.255,0.0,0.042,0.096,0.038,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.012,0.0,0.0,0.007,0.0,0.1,0.25
01:00,0.984,0.54,0.208,0.11,0.039,0.018,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.011,0.0,0.0,0.013,0.0,1.2,0.99
02:00,0.3,0.034,0.054,0.06,0.038,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.008,0.012,0.0,0.0,0.007,0.0,0.0,0.29
03:00,0.313,0.0,0.043,0.061,0.042,0.013,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.009,0.012,0.0,0.0,0.008,0.0,0.1,0.32
04:00,0.207,0.0,0.042,0.047,0.039,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.012,0.0,0.0,0.007,0.0,0.0,0.2
05:00,0.234,0.0,0.043,0.073,0.039,0.012,0.009,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011,0.0,0.0,0.007,0.0,0.1,0.24
06:00,0.724,0.0,0.042,0.06,0.038,0.039,0.014,0.0,0.187,0.0,0.126,0.026,0.0,0.0,0.0,0.0,0.122,0.018,0.012,0.0,0.0,0.033,4.0,8.2,0.72
07:00,0.383,0.0,0.042,0.049,0.074,0.079,0.015,0.001,0.042,0.0,0.012,0.003,0.0,0.0,0.0,0.0,0.0,0.02,0.012,0.035,0.0,0.071,4.0,3.7,0.38
08:00,0.311,0.0,0.042,0.074,0.111,0.013,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.012,0.072,0.0,0.008,0.0,4.6,0.31
09:00,0.42,0.0,0.043,0.063,0.11,0.012,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.011,0.012,0.071,0.0,0.007,0.0,2.6,0.42
10:00,1.169,0.63,0.227,0.062,0.118,0.013,0.01,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.012,0.071,0.007,0.007,0.0,3.3,1.16
11:00,1.136,0.626,0.231,0.073,0.12,0.018,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.012,0.074,0.007,0.013,0.0,1.6,1.14
12:00,1.549,0.63,0.216,0.103,0.083,0.086,0.04,0.191,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.121,0.015,0.011,0.036,0.007,0.077,8.0,17.3,1.55
13:00,0.446,0.0,0.042,0.111,0.109,0.05,0.022,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.011,0.012,0.062,0.007,0.043,2.0,2.7,0.44
14:00,0.41,0.0,0.042,0.128,0.136,0.013,0.01,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.019,0.012,0.088,0.007,0.008,2.0,3.3,0.41
15:00,2.305,1.014,0.33,0.238,0.083,0.013,0.01,0.255,0.003,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.145,0.025,0.012,0.036,0.007,0.007,8.0,4.5,2.3
16:00,0.723,0.0,0.042,0.121,0.121,0.042,0.029,0.182,0.003,0.0,0.0,0.01,0.005,0.0,0.0,0.0,0.0,0.013,0.012,0.073,0.007,0.008,8.0,21.3,0.72
17:00,0.68,0.0,0.042,0.119,0.179,0.118,0.015,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.132,0.017,0.012,0.049,0.089,0.082,2.0,0.5,0.68
18:00,1.657,0.868,0.302,0.126,0.11,0.132,0.02,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.019,0.012,0.061,0.007,0.096,2.0,2.0,1.58
19:00,0.766,0.202,0.108,0.118,0.13,0.115,0.02,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.002,0.01,0.012,0.075,0.007,0.079,0.0,2.6,0.84
20:00,0.614,0.006,0.042,0.128,0.111,0.116,0.02,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.13,0.008,0.012,0.057,0.007,0.08,0.0,0.2,0.61
21:00,1.652,0.926,0.333,0.113,0.103,0.064,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.011,0.012,0.046,0.007,0.043,2.0,3.9,1.65
22:00,0.449,0.0,0.042,0.127,0.078,0.013,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.009,0.012,0.034,0.0,0.007,0.0,2.8,0.45
23:00,0.281,0.0,0.043,0.123,0.038,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.012,0.0,0.0,0.008,0.0,0.0,0.28
TOTAL,17.968,5.476,2.643,2.383,2.087,1.031,0.372,0.632,0.235,0.0,0.179,0.156,0.005,0.0,0.0,0.014,1.014,0.293,0.285,0.94,0.166,0.726,42.0,86.6,17.93
