# HA energy export  date=2026-07-30  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum)
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption
00:00,0.892,0.0,0.041,0.12,0.031,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597,0.007,0.011,0.0,0.0,0.007
01:00,0.737,0.0,0.04,0.113,0.031,0.019,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451,0.007,0.011,0.0,0.0,0.013
02:00,0.839,0.0,0.041,0.074,0.031,0.014,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596,0.007,0.012,0.0,0.0,0.008
03:00,0.815,0.0,0.041,0.046,0.035,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599,0.007,0.011,0.0,0.0,0.007
04:00,0.841,0.0,0.041,0.069,0.032,0.014,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599,0.008,0.011,0.0,0.0,0.008
05:00,0.807,0.0,0.04,0.043,0.031,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599,0.008,0.011,0.0,0.0,0.007
06:00,1.129,0.0,0.04,0.072,0.031,0.062,0.014,0.0,0.222,0.0,0.14,0.025,0.0,0.0,0.0,0.0,0.446,0.021,0.011,0.0,0.0,0.055
07:00,1.841,0.572,0.215,0.061,0.067,0.082,0.056,0.0,0.042,0.0,0.037,0.009,0.006,0.0,0.0,0.0,0.597,0.021,0.011,0.035,0.0,0.075
08:00,0.908,0.0,0.04,0.054,0.103,0.014,0.01,0.0,0.0,0.0,0.009,0.004,0.0,0.0,0.0,0.0,0.582,0.013,0.012,0.07,0.0,0.007
09:00,0.922,0.0,0.042,0.073,0.104,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596,0.013,0.011,0.071,0.0,0.008
10:00,0.9,0.0,0.04,0.057,0.112,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595,0.014,0.012,0.072,0.006,0.007
11:00,0.883,0.0,0.04,0.055,0.091,0.019,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596,0.013,0.012,0.051,0.007,0.013
12:00,0.759,0.0,0.042,0.072,0.102,0.014,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.013,0.011,0.063,0.007,0.008
13:00,0.924,0.0,0.04,0.078,0.116,0.013,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593,0.013,0.012,0.076,0.007,0.007
14:00,0.949,0.0,0.042,0.111,0.073,0.014,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.594,0.026,0.011,0.033,0.007,0.008
15:00,0.986,0.0,0.041,0.098,0.115,0.013,0.01,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.595,0.042,0.012,0.075,0.007,0.007
16:00,1.99,0.766,0.262,0.089,0.118,0.013,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593,0.039,0.012,0.078,0.007,0.007
17:00,1.628,0.434,0.164,0.064,0.111,0.029,0.01,0.118,0.0,0.0,0.0,0.009,0.002,0.0,0.0,0.0,0.567,0.044,0.011,0.07,0.007,0.023
18:00,1.163,0.428,0.175,0.099,0.08,0.107,0.01,0.179,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.018,0.012,0.041,0.007,0.099
19:00,1.056,0.0,0.04,0.11,0.116,0.102,0.01,0.005,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.584,0.009,0.011,0.074,0.007,0.085
20:00,1.054,0.012,0.043,0.121,0.094,0.109,0.01,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.001,0.595,0.009,0.012,0.046,0.007,0.076
21:00,2.633,0.904,0.314,0.114,0.128,0.014,0.029,0.0,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.017,0.596,0.012,0.011,0.075,0.007,0.007
22:00,1.128,0.0,0.041,0.099,0.071,0.013,0.012,0.0,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.599,0.01,0.012,0.036,0.0,0.008
23:00,1.169,0.606,0.241,0.06,0.031,0.014,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.008,0.011,0.0,0.0,0.007
TOTAL_kWh,26.953,3.722,2.106,1.952,1.854,0.744,0.337,0.302,0.264,0.647,0.186,0.083,0.032,0.0,0.0,0.018,12.759,0.382,0.274,0.966,0.083,0.557
