# HA energy export  date=2026-09-13  tz=America/New_York  rate=$0.29/kWh  hours=24
# groups: SEM_WHOLE | SEM_BRANCHES(partition) | KASA_STANDALONE(in Other) | KASA_SUBMETERED(subset of a SEM ckt; do NOT sum) | UTILITY(SDR; independent meters, NOT part of the SEM partition)
# utility units: sensor.gas_meter_volume=ft3  sensor.water_meter_volume=gal  sensor.electric_meter_energy=kWh   TOTAL row is per-column units, not all kWh
# gas therms=0.3708 at btu=1030.0 pf=1.0  sem_vs_util=0.41%
hour,sensor.sem_whole_home_energy,sensor.sem_ac_energy,sensor.sem_furnace_energy,sensor.sem_fridge_energy,sensor.sem_bedroom_office_energy,sensor.sem_family_room_energy,sensor.sem_master_suite_energy,sensor.sem_counter_1_energy,sensor.sem_counter_2_energy,sensor.sem_dishwasher_disposal_energy,sensor.sem_microwave_energy,sensor.sem_dining_kitchen_lights_energy,sensor.sem_garage_energy,sensor.sem_dryer_energy,sensor.sem_washer_energy,sensor.sem_laundry_bedroom_energy,sensor.dehumidifier_energy,sensor.hwh_today_s_consumption,sensor.basement_router_today_s_consumption,sensor.computer_outlet_today_s_consumption,sensor.tv_room_today_s_consumption,sensor.living_room_tv_sonos_homatics_today_s_consumption,sensor.gas_meter_volume,sensor.water_meter_volume,sensor.electric_meter_energy
00:00,0.345,0.0,0.042,0.074,0.039,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.009,0.011,0.0,0.0,0.007,0.0,0.0,0.35
01:00,0.244,0.0,0.043,0.049,0.038,0.018,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.008,0.011,0.0,0.0,0.013,0.0,0.0,0.24
02:00,0.238,0.0,0.042,0.069,0.04,0.012,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.0,0.007,0.0,0.1,0.24
03:00,0.346,0.0,0.044,0.06,0.041,0.013,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.009,0.011,0.0,0.0,0.008,0.0,0.0,0.34
04:00,0.231,0.0,0.043,0.057,0.041,0.013,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.0,0.0,0.007,0.0,0.0,0.23
05:00,0.96,0.542,0.217,0.066,0.04,0.013,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.011,0.0,0.0,0.007,0.0,0.1,0.96
06:00,0.629,0.024,0.047,0.049,0.039,0.026,0.025,0.0,0.203,0.0,0.117,0.002,0.0,0.0,0.0,0.0,0.025,0.019,0.011,0.0,0.0,0.012,4.0,8.9,0.63
07:00,0.56,0.0,0.043,0.07,0.089,0.084,0.02,0.0,0.043,0.0,0.02,0.018,0.0,0.0,0.0,0.0,0.107,0.017,0.011,0.039,0.0,0.063,2.0,0.2,0.55
08:00,0.352,0.0,0.042,0.054,0.127,0.014,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.078,0.0,0.008,2.0,7.3,0.35
09:00,0.33,0.0,0.043,0.066,0.135,0.013,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.011,0.088,0.0,0.007,0.0,2.8,0.33
